mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_smote__k_neighbors,param_smote__sampling_strategy,param_tree__criterion,param_tree__max_depth,param_tree__min_samples_leaf,param_tree__min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.3068115234375,0.002892253451762676,0.0006534099578857422,2.6674170045523224e-05,3,0.3,gini,6,4,4,"{'smote__k_neighbors': 3, 'smote__sampling_strategy': 0.3, 'tree__criterion': 'gini', 'tree__max_depth': 6, 'tree__min_samples_leaf': 4, 'tree__min_samples_split': 4}",,,,,,,,1
0.3045918941497803,0.002943827389200861,0.0006422519683837891,1.749115134163233e-05,3,0.3,gini,6,4,5,"{'smote__k_neighbors': 3, 'smote__sampling_strategy': 0.3, 'tree__criterion': 'gini', 'tree__max_depth': 6, 'tree__min_samples_leaf': 4, 'tree__min_samples_split': 5}",,,,,,,,1
0.3082914352416992,0.012596273606450324,0.0006433963775634765,6.803248148731921e-06,3,0.3,gini,6,4,6,"{'smote__k_neighbors': 3, 'smote__sampling_strategy': 0.3, 'tree__criterion': 'gini', 'tree__max_depth': 6, 'tree__min_samples_leaf': 4, 'tree__min_samples_split': 6}",,,,,,,,1
0.3167279720306396,0.0057140672700983575,0.0007120609283447265,9.265972979723891e-05,3,0.3,gini,6,5,4,"{'smote__k_neighbors': 3, 'smote__sampling_strategy': 0.3, 'tree__criterion': 'gini', 'tree__max_depth': 6, 'tree__min_samples_leaf': 5, 'tree__min_samples_split': 4}",,,,,,,,1
0.7314852237701416,0.8554059539519909,0.0006887912750244141,7.952222880132198e-05,3,0.3,gini,6,5,5,"{'smote__k_neighbors': 3, 'smote__sampling_strategy': 0.3, 'tree__criterion': 'gini', 'tree__max_depth': 6, 'tree__min_samples_leaf': 5, 'tree__min_samples_split': 5}",,,,,,,,1
0.31032261848449705,0.005977968295488143,0.0006724834442138672,3.7246323958242084e-05,3,0.3,gini,6,5,6,"{'smote__k_neighbors': 3, 'smote__sampling_strategy': 0.3, 'tree__criterion': 'gini', 'tree__max_depth': 6, 'tree__min_samples_leaf': 5, 'tree__min_samples_split': 6}",,,,,,,,1
0.3080748558044434,0.00786302536683851,0.0006515026092529297,2.5347202996640933e-05,3,0.3,gini,6,6,4,"{'smote__k_neighbors': 3, 'smote__sampling_strategy': 0.3, 'tree__criterion': 'gini', 'tree__max_depth': 6, 'tree__min_samples_leaf': 6, 'tree__min_samples_split': 4}",,,,,,,,1
0.3058320999145508,0.006896260962819174,0.0006578922271728516,1.2611058283329084e-05,3,0.3,gini,6,6,5,"{'smote__k_neighbors': 3, 'smote__sampling_strategy': 0.3, 'tree__criterion': 'gini', 'tree__max_depth': 6, 'tree__min_samples_leaf': 6, 'tree__min_samples_split': 5}",,,,,,,,1
0.3100765228271484,0.004920919337312275,0.0006502151489257812,1.8258193791126772e-05,3,0.3,gini,6,6,6,"{'smote__k_neighbors': 3, 'smote__sampling_strategy': 0.3, 'tree__criterion': 'gini', 'tree__max_depth': 6, 'tree__min_samples_leaf': 6, 'tree__min_samples_split': 6}",,,,,,,,1
0.22356419563293456,0.008067677418537453,0.0006687164306640625,2.31849779180909e-05,3,0.3,entropy,3,3,4,"{'smote__k_neighbors': 3, 'smote__sampling_strategy': 0.3, 'tree__criterion': 'entropy', 'tree__max_depth': 3, 'tree__min_samples_leaf': 3, 'tree__min_samples_split': 4}",,,,,,,,1
0.21917500495910644,0.003281495232932815,0.0006926059722900391,4.95215534007978e-05,3,0.3,entropy,3,3,5,"{'smote__k_neighbors': 3, 'smote__sampling_strategy': 0.3, 'tree__criterion': 'entropy', 'tree__max_depth': 3, 'tree__min_samples_leaf': 3, 'tree__min_samples_split': 5}",,,,,,,,1
0.22808995246887206,0.008709965558914984,0.0007085323333740235,8.302971431753048e-05,3,0.3,entropy,3,3,6,"{'smote__k_neighbors': 3, 'smote__sampling_strategy': 0.3, 'tree__criterion': 'entropy', 'tree__max_depth': 3, 'tree__min_samples_leaf': 3, 'tree__min_samples_split': 6}",,,,,,,,1
0.2154543399810791,0.004845143070770894,0.0007277488708496094,7.129769582230394e-05,3,0.3,entropy,3,4,4,"{'smote__k_neighbors': 3, 'smote__sampling_strategy': 0.3, 'tree__criterion': 'entropy', 'tree__max_depth': 3, 'tree__min_samples_leaf': 4, 'tree__min_samples_split': 4}",,,,,,,,1
0.21182379722595215,0.004840054520270826,0.0007214546203613281,4.149497116553961e-05,3,0.3,entropy,3,4,5,"{'smote__k_neighbors': 3, 'smote__sampling_strategy': 0.3, 'tree__criterion': 'entropy', 'tree__max_depth': 3, 'tree__min_samples_leaf': 4, 'tree__min_samples_split': 5}",,,,,,,,1
0.2120617389678955,0.01289820856452096,0.0006404399871826171,5.3026221603850474e-05,3,0.3,entropy,3,4,6,"{'smote__k_neighbors': 3, 'smote__sampling_strategy': 0.3, 'tree__criterion': 'entropy', 'tree__max_depth': 3, 'tree__min_samples_leaf': 4, 'tree__min_samples_split': 6}",,,,,,,,1
0.2106717586517334,0.002582888851276749,0.0007052898406982421,7.083742990588556e-05,3,0.3,entropy,3,5,4,"{'smote__k_neighbors': 3, 'smote__sampling_strategy': 0.3, 'tree__criterion': 'entropy', 'tree__max_depth': 3, 'tree__min_samples_leaf': 5, 'tree__min_samples_split': 4}",,,,,,,,1
0.2061922550201416,0.0045872492843436466,0.0006707191467285156,7.403415548119682e-05,3,0.3,entropy,3,5,5,"{'smote__k_neighbors': 3, 'smote__sampling_strategy': 0.3, 'tree__criterion': 'entropy', 'tree__max_depth': 3, 'tree__min_samples_leaf': 5, 'tree__min_samples_split': 5}",,,,,,,,1
0.2127086639404297,0.003208222057649281,0.0007043361663818359,6.309591728695739e-05,3,0.3,entropy,3,5,6,"{'smote__k_neighbors': 3, 'smote__sampling_strategy': 0.3, 'tree__criterion': 'entropy', 'tree__max_depth': 3, 'tree__min_samples_leaf': 5, 'tree__min_samples_split': 6}",,,,,,,,1
0.21412186622619628,0.00711911724023104,0.000716257095336914,7.72532708255507e-05,3,0.3,entropy,3,6,4,"{'smote__k_neighbors': 3, 'smote__sampling_strategy': 0.3, 'tree__criterion': 'entropy', 'tree__max_depth': 3, 'tree__min_samples_leaf': 6, 'tree__min_samples_split': 4}",,,,,,,,1
0.22489280700683595,0.011013167142274374,0.0007288932800292968,8.407430184240897e-05,3,0.3,entropy,3,6,5,"{'smote__k_neighbors': 3, 'smote__sampling_strategy': 0.3, 'tree__criterion': 'entropy', 'tree__max_depth': 3, 'tree__min_samples_leaf': 6, 'tree__min_samples_split': 5}",,,,,,,,1
0.21666436195373534,0.005182409015576292,0.0006970882415771485,8.570057225234387e-05,3,0.3,entropy,3,6,6,"{'smote__k_neighbors': 3, 'smote__sampling_strategy': 0.3, 'tree__criterion': 'entropy', 'tree__max_depth': 3, 'tree__min_samples_leaf': 6, 'tree__min_samples_split': 6}",,,,,,,,1
0.25635156631469724,0.004743691347800875,0.0006350994110107422,1.802696735145668e-05,3,0.3,entropy,4,3,4,"{'smote__k_neighbors': 3, 'smote__sampling_strategy': 0.3, 'tree__criterion': 'entropy', 'tree__max_depth': 4, 'tree__min_samples_leaf': 3, 'tree__min_samples_split': 4}",,,,,,,,1
0.24777073860168458,0.009593093917969149,0.0007030963897705078,6.568646038045744e-05,3,0.3,entropy,4,3,5,"{'smote__k_neighbors': 3, 'smote__sampling_strategy': 0.3, 'tree__criterion': 'entropy', 'tree__max_depth': 4, 'tree__min_samples_leaf': 3, 'tree__min_samples_split': 5}",,,,,,,,1
0.25097193717956545,0.006892027038117728,0.0006641387939453125,4.010498158297621e-05,3,0.3,entropy,4,3,6,"{'smote__k_neighbors': 3, 'smote__sampling_strategy': 0.3, 'tree__criterion': 'entropy', 'tree__max_depth': 4, 'tree__min_samples_leaf': 3, 'tree__min_samples_split': 6}",,,,,,,,1
0.25028181076049805,0.0062510312739061874,0.000735616683959961,5.307897999651153e-05,3,0.3,entropy,4,4,4,"{'smote__k_neighbors': 3, 'smote__sampling_strategy': 0.3, 'tree__criterion': 'entropy', 'tree__max_depth': 4, 'tree__min_samples_leaf': 4, 'tree__min_samples_split': 4}",,,,,,,,1
0.26010708808898925,0.010961845381911951,0.0007101058959960938,7.744819010204929e-05,3,0.3,entropy,4,4,5,"{'smote__k_neighbors': 3, 'smote__sampling_strategy': 0.3, 'tree__criterion': 'entropy', 'tree__max_depth': 4, 'tree__min_samples_leaf': 4, 'tree__min_samples_split': 5}",,,,,,,,1
0.2580276012420654,0.00789784648183018,0.0006918430328369141,6.739084072420411e-05,3,0.3,entropy,4,4,6,"{'smote__k_neighbors': 3, 'smote__sampling_strategy': 0.3, 'tree__criterion': 'entropy', 'tree__max_depth': 4, 'tree__min_samples_leaf': 4, 'tree__min_samples_split': 6}",,,,,,,,1
0.2555213451385498,0.0020011069634159936,0.000668191909790039,1.8848402397366e-05,3,0.3,entropy,4,5,4,"{'smote__k_neighbors': 3, 'smote__sampling_strategy': 0.3, 'tree__criterion': 'entropy', 'tree__max_depth': 4, 'tree__min_samples_leaf': 5, 'tree__min_samples_split': 4}",,,,,,,,1
0.2538417339324951,0.008192592100518153,0.0006826400756835937,7.992129330075832e-05,3,0.3,entropy,4,5,5,"{'smote__k_neighbors': 3, 'smote__sampling_strategy': 0.3, 'tree__criterion': 'entropy', 'tree__max_depth': 4, 'tree__min_samples_leaf': 5, 'tree__min_samples_split': 5}",,,,,,,,1
0.25841703414916994,0.006343784145997544,0.0007459640502929688,7.557340958500503e-05,3,0.3,entropy,4,5,6,"{'smote__k_neighbors': 3, 'smote__sampling_strategy': 0.3, 'tree__criterion': 'entropy', 'tree__max_depth': 4, 'tree__min_samples_leaf': 5, 'tree__min_samples_split': 6}",,,,,,,,1
0.2601032257080078,0.005305195141032336,0.000683736801147461,5.811027242284354e-05,3,0.3,entropy,4,6,4,"{'smote__k_neighbors': 3, 'smote__sampling_strategy': 0.3, 'tree__criterion': 'entropy', 'tree__max_depth': 4, 'tree__min_samples_leaf': 6, 'tree__min_samples_split': 4}",,,,,,,,1
0.7265161037445068,0.9246576761687125,0.000780487060546875,6.501803608431355e-05,3,0.3,entropy,4,6,5,"{'smote__k_neighbors': 3, 'smote__sampling_strategy': 0.3, 'tree__criterion': 'entropy', 'tree__max_depth': 4, 'tree__min_samples_leaf': 6, 'tree__min_samples_split': 5}",,,,,,,,1
0.2654289722442627,0.0042031970236149655,0.0007462501525878906,7.520358446335675e-05,3,0.3,entropy,4,6,6,"{'smote__k_neighbors': 3, 'smote__sampling_strategy': 0.3, 'tree__criterion': 'entropy', 'tree__max_depth': 4, 'tree__min_samples_leaf': 6, 'tree__min_samples_split': 6}",,,,,,,,1
0.303847074508667,0.007168994037412741,0.0006723403930664062,1.2974002155488671e-05,3,0.3,entropy,5,3,4,"{'smote__k_neighbors': 3, 'smote__sampling_strategy': 0.3, 'tree__criterion': 'entropy', 'tree__max_depth': 5, 'tree__min_samples_leaf': 3, 'tree__min_samples_split': 4}",,,,,,,,1
0.2940610408782959,0.014538614537689282,0.0006863594055175782,4.238366215638135e-05,3,0.3,entropy,5,3,5,"{'smote__k_neighbors': 3, 'smote__sampling_strategy': 0.3, 'tree__criterion': 'entropy', 'tree__max_depth': 5, 'tree__min_samples_leaf': 3, 'tree__min_samples_split': 5}",,,,,,,,1
0.2911189556121826,0.007249957693007109,0.0006629467010498047,2.2482050297143433e-05,3,0.3,entropy,5,3,6,"{'smote__k_neighbors': 3, 'smote__sampling_strategy': 0.3, 'tree__criterion': 'entropy', 'tree__max_depth': 5, 'tree__min_samples_leaf': 3, 'tree__min_samples_split': 6}",,,,,,,,1
0.27582402229309083,0.007023653722355459,0.0006897449493408203,4.922405481429585e-05,3,0.3,entropy,5,4,4,"{'smote__k_neighbors': 3, 'smote__sampling_strategy': 0.3, 'tree__criterion': 'entropy', 'tree__max_depth': 5, 'tree__min_samples_leaf': 4, 'tree__min_samples_split': 4}",,,,,,,,1
0.27071495056152345,0.005714756475822108,0.0006304740905761719,1.2445906561293808e-05,3,0.3,entropy,5,4,5,"{'smote__k_neighbors': 3, 'smote__sampling_strategy': 0.3, 'tree__criterion': 'entropy', 'tree__max_depth': 5, 'tree__min_samples_leaf': 4, 'tree__min_samples_split': 5}",,,,,,,,1
0.28899273872375486,0.009804830247725318,0.0006315708160400391,1.5928787914562195e-05,3,0.3,entropy,5,4,6,"{'smote__k_neighbors': 3, 'smote__sampling_strategy': 0.3, 'tree__criterion': 'entropy', 'tree__max_depth': 5, 'tree__min_samples_leaf': 4, 'tree__min_samples_split': 6}",,,,,,,,1
0.27053213119506836,0.008516915836292958,0.0006426811218261719,3.05487056770362e-05,3,0.3,entropy,5,5,4,"{'smote__k_neighbors': 3, 'smote__sampling_strategy': 0.3, 'tree__criterion': 'entropy', 'tree__max_depth': 5, 'tree__min_samples_leaf': 5, 'tree__min_samples_split': 4}",,,,,,,,1
0.27491936683654783,0.011077735952434149,0.0006268024444580078,1.7058511946598637e-05,3,0.3,entropy,5,5,5,"{'smote__k_neighbors': 3, 'smote__sampling_strategy': 0.3, 'tree__criterion': 'entropy', 'tree__max_depth': 5, 'tree__min_samples_leaf': 5, 'tree__min_samples_split': 5}",,,,,,,,1
0.2764230728149414,0.006400358346248996,0.0006339073181152344,1.7853970162148385e-05,3,0.3,entropy,5,5,6,"{'smote__k_neighbors': 3, 'smote__sampling_strategy': 0.3, 'tree__criterion': 'entropy', 'tree__max_depth': 5, 'tree__min_samples_leaf': 5, 'tree__min_samples_split': 6}",,,,,,,,1
0.2779087066650391,0.004791724141131564,0.0006590843200683594,4.331524284484505e-05,3,0.3,entropy,5,6,4,"{'smote__k_neighbors': 3, 'smote__sampling_strategy': 0.3, 'tree__criterion': 'entropy', 'tree__max_depth': 5, 'tree__min_samples_leaf': 6, 'tree__min_samples_split': 4}",,,,,,,,1
0.2742448329925537,0.008397713828473744,0.00063629150390625,2.8451399207990953e-05,3,0.3,entropy,5,6,5,"{'smote__k_neighbors': 3, 'smote__sampling_strategy': 0.3, 'tree__criterion': 'entropy', 'tree__max_depth': 5, 'tree__min_samples_leaf': 6, 'tree__min_samples_split': 5}",,,,,,,,1
0.2718363285064697,0.0061241258444778394,0.0006262779235839844,2.893556946098748e-05,3,0.3,entropy,5,6,6,"{'smote__k_neighbors': 3, 'smote__sampling_strategy': 0.3, 'tree__criterion': 'entropy', 'tree__max_depth': 5, 'tree__min_samples_leaf': 6, 'tree__min_samples_split': 6}",,,,,,,,1
